Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km)
DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,12,7.6,10
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,17,11.2,14.4
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,13.2,8.7,11.2
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,13.1
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,15.8,9.2,12.8
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Z,16.7,10.3,13.8
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,15.8,9.2,12.8
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10,13.4
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,13.2,8.7,11.2
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,18.3,12.6,15.7
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.3,7.6,10.2
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,16.7,10.3,13.8
DODGE,DART,MID-SIZE,2,4,M6,X,9.4,6.5,8.1
DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6
DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8
DODGE,DART FFV,MID-SIZE,2,4,A6,X,9.9,7,8.6
DODGE,DART FFV,MID-SIZE,2,4,A6,E,14.2,9.8,12.2
DODGE,DART GT,MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2
DODGE,DART GT,MID-SIZE,2.4,4,M6,X,10.2,7,8.8
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,8.4,5.9,7.3
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,10.8,14.4
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13,15.6
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,19.2,13.1,16.5
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,10,7.2,8.7
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,8.4
FORD,C-MAX HYBRID,FULL-SIZE,2,4,AV,X,5.6,6.4,6
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,17.7,14.4,16.2
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,24.1,19.2,21.9
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,19.3,14.7,17.2
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,24.9,19.6,22.5
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,16.8
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,25.5,20,23
FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,23.9,17.8,21.2
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,20.6,15.5,18.3
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,26.7,20.5,23.9
FORD,EDGE,SUV - SMALL,2,4,A6,X,11.3,7.9,9.8
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,8.7,10.8
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.3,11.5
FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,10.4,7.4,9.1
FORD,ESCAPE,SUV - SMALL,2,4,AS6,X,10.9,8,9.6
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.5,9.4
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.3
FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.2,8.5,10
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18,21.6
FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,11.8,8.3,10.2
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,16.7
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,10.6,12.7
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,10.6,12.8
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,13.8
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,11,13.4
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,17.5
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14,10.3,12.3
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,18.8,13.7,16.5
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14,10.3,12.3
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,18.8,13.7,16.5
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,X,16.4,12.3,14.6
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,A6,E,22.1,16.7,19.7
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.4,12.3,14.6
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.1,16.7,19.7
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,15,11.4,13.4
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,20.2,15.3,18
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,15,11.4,13.4
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,20.2,15.3,18
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,X,16.8,12.6,14.9
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,A6,E,22.4,17,20
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,X,16.7,12.5,14.8
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS6,E,22.4,16.9,19.9
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.4,15,18
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6
FORD,FIESTA SFE,SUBCOMPACT,1,4,M5,X,7.5,5.5,6.6
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,8,5.8,7
FORD,FIESTA ST,COMPACT,1.6,4,M6,X,8.9,6.8,8
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.2,9.4,11.5
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.2,12.1
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8
FORD,FOCUS,COMPACT,2,4,M6,X,10.2,7.4,8.9
FORD,FOCUS FFV,COMPACT,2,4,A6,X,8.8,6.4,7.7
FORD,FOCUS FFV,COMPACT,2,4,A6,E,11.7,8.5,10.3
FORD,FOCUS FFV,COMPACT,2,4,AS6,X,8.9,6.4,7.8
FORD,FOCUS FFV,COMPACT,2,4,AS6,E,11.7,8.5,10.3
FORD,FOCUS FFV,COMPACT,2,4,M5,X,9.1,6.6,8
FORD,FOCUS FFV,COMPACT,2,4,M5,E,11.9,8.9,10.6
FORD,FOCUS SFE FFV,COMPACT,2,4,A6,X,8.4,5.8,7.2
FORD,FOCUS SFE FFV,COMPACT,2,4,A6,E,11.6,8.3,10.1
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.1,6.6,8.5
FORD,FUSION,MID-SIZE,1.6,4,M6,X,9.4,6.4,8.1
FORD,FUSION,MID-SIZE,2,4,AS6,X,10.5,7.1,9
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,10.5,7,8.9
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.5,6.3,8.1
FORD,FUSION AWD,MID-SIZE,2,4,AS6,X,10.9,7.5,9.4
FORD,FUSION HYBRID,MID-SIZE,2,4,AV,X,5.3,5.7,5.5
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,12.1,7.8,10.2
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,12.7,8.1,10.6
FORD,MUSTANG,SUBCOMPACT,5,8,A6,X,13.3,9.3,11.5
FORD,MUSTANG,SUBCOMPACT,5,8,M6,X,15.4,9.4,12.7
FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,13.2
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,12.5,8.2,10.6
FORD,TAURUS,FULL-SIZE,2,4,AS6,X,10.5,7.3,9.1
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,E,17,11.1,14.3
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13,9.1,11.2
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,E,18.4,12.5,15.7
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,10.8,8,9.5
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9
FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4
GMC,ACADIA,SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9
GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,13.4,15.9
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.9,15,18.8
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30,20.4,25.7
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.1,15,18.9
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30.2,20.5,25.8
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20,15.1,17.8
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17,11.8,14.7
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4
HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9,6.6,7.9
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7
HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11,6.8,9.1
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6
HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13,8.4,10.9
HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,4.9,4.8
HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6,7
HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2
HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6
HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7
HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1
HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6,6.3
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9
HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6
HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5
HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4
HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,A6,X,9.8,7.2,8.6
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,M6,X,9.8,7,8.5
HYUNDAI,EQUUS,FULL-SIZE,5,8,A8,Z,15.7,10.2,13.2
HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13,8.7,11.1
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13,9.1,11.2
HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,4,A6,X,12.9,9.7,11.5
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1
HYUNDAI,SONATA,FULL-SIZE,2,4,A6,X,11.4,7.5,9.6
HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7,8.5
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3
HYUNDAI,TUCSON,SUV - SMALL,2,4,A6,X,10.2,8.2,9.3
HYUNDAI,TUCSON,SUV - SMALL,2,4,M6,X,11.4,8.6,10.1
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10
HYUNDAI,TUCSON 4WD,SUV - SMALL,2,4,A6,X,11.4,9.3,10.5
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12,8,10.2
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2
INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15,10.2,12.8
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8,7,7.6
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8
INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9,10.6
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8
INFINITI,QX70 AWD,SUV - SMALL,5,8,AS7,Z,16.6,11.9,14.5
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,12.2,8.7,10.6
JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15,10.2,12.8
JAGUAR,XF,MID-SIZE,2,4,AS8,Z,12.3,8.2,10.5
JAGUAR,XF 3.0L AWD,MID-SIZE,3,6,AS8,Z,14.7,9.1,12.2
JAGUAR,XFR,MID-SIZE,5,8,AS8,Z,15.7,10.3,13.3
JAGUAR,XFR,MID-SIZE,5,8,AS8,E,21.3,14.1,18.1
JAGUAR,XFR-S,MID-SIZE,5,8,AS8,Z,15.7,10.3,13.3
JAGUAR,XJ AWD,FULL-SIZE,3,6,AS8,Z,14.6,9.6,12.4
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3,6,AS8,Z,14.7,9.6,12.4
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5
JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3
JAGUAR,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3
JAGUAR,XK CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.1,10.6,13.1
JAGUAR,XK COUPE,MINICOMPACT,5,8,AS6,Z,14.8,9.9,12.6
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7
JAGUAR,XKR COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7
JAGUAR,XKR-S COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6
JEEP,COMPASS,SUV - SMALL,2,4,AV,X,10.7,8.8,9.9
JEEP,COMPASS,SUV - SMALL,2,4,A6,X,11.1,8.3,9.8
JEEP,COMPASS,SUV - SMALL,2,4,M5,X,10.2,7.8,9.1
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3,6,A8,D,11.2,8.4,9.9
